text,annotation
ব্রাজিল জিতলো বলে কিছু বললাম তোরে চুতমারানি,1
রানুর এ জাতিয় কথা গুলো শুনতে খারাফ লাগে এটা সত্য তবে এ সত্য রানু একজন মানসিক রুগি বিষয় টা নিয়ে মাতা মাতি করার চাইতে তাকে বুজিয়ে সুজিয়ে এগিয়ে নিয়ে যাওয়া কোন বেপার নয়,2
আর বাবার বন্ধুর কোনো ছেলে না থাকায় আজ আমিও সিঙ্গেল,1
হা মুসলিম মেয়ে চুদতেও মজা।চুদে আবার তুদের দেশে দিয়ে দিব।,2
২ জনেই পুরা নাটক শেষভাল নাটক করতে এতো বিগ বাজেট লাগেনাএটাই তার প্রমানঅসাধারণ ছিল,0
সবকিছু ভালো লাগলো কিন্ত এর মধ্যে বড় দেরকে কি করে সম্মান করা উচিত সেটা নেই,0
হিন্দুত্ববাদী দালাল সরকারের কোন ক্ষমা নাই মসজিদে উঠে মুসল্লিদের মারধর এর চরম মূল্য তাদের দিতে হবে,2
"বিশটার গায়ে আগে ছেপ পরে পেট্রোল দিয়া আগুন জ্বালাই দেও। আগুন জ্বালানোর সময় কেউ আবার শ্লোগান দিও না, বুঝে ফেললে পালায় যাবে বাঁদরটা।",2
অপূর্বর অভিনয় অপূর্ব হয়েছে আর অসম্ভব সুন্দর চিত্রনাট্য এই নাটকটা দেখলে মনে হয় আমরা সবাই জীবন নামক রঙ্গমঞ্চের অভিনেতা অভিনেত্রী,0
"আমি দুর্গা জুতো ছুড়ে মারব, দুর্গার হাতে কি ট্যাটু ছিল? ",2
"আমি যদি আমার প্রতিপক্ষকে সামনেও পেয়ে যেতাম, তাকে শুট করতাম না",0
রেজাল্ট আসলে দেখা গেলো সেই পুরুষ এথলেটের রক্তে ড্রাগস নেই...,0
সাধারণ মানুষের জান-মালের নিরাপত্তা কোথায়? যেখানে একজন অধ্যাপকের এই অবস্থা!,2
